Species,Trap,Latitude,Longitude,Date_month,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,Tmax_lag1,Tmax_lag2,Tmax_lag3,Tmax_lag4,Tmax_lag5,Tmax_lag6,Tmax_lag7,Tmin_lag1,Tmin_lag2,Tmin_lag3,Tmin_lag4,Tmin_lag5,Tmin_lag6,Tmin_lag7,Tavg_lag1,Tavg_lag2,Tavg_lag3,Tavg_lag4,Tavg_lag5,Tavg_lag6,Tavg_lag7,DewPoint_lag1,DewPoint_lag2,DewPoint_lag3,DewPoint_lag4,DewPoint_lag5,DewPoint_lag6,DewPoint_lag7,WetBulb_lag1,WetBulb_lag2,WetBulb_lag3,WetBulb_lag4,WetBulb_lag5,WetBulb_lag6,WetBulb_lag7,PrecipTotal_lag1,PrecipTotal_lag2,PrecipTotal_lag3,PrecipTotal_lag4,PrecipTotal_lag5,PrecipTotal_lag6,PrecipTotal_lag7,Date_week
CULEX PIPIENS,T019,41.94983,-87.698457,8,17,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T019,41.94983,-87.698457,8,15,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T074,41.822536,-87.666343,8,39,1,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T074,41.822536,-87.666343,8,86,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX RESTUANS,T074,41.822536,-87.666343,8,3,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T142,41.953067,-87.776792,8,9,1,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,8,11,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T001,41.953705,-87.733974,8,5,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,8,5,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T081,41.821582,-87.627796,8,26,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T081,41.821582,-87.627796,8,20,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T002,41.95469,-87.800991,8,32,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,8,41,1,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX RESTUANS,T002,41.95469,-87.800991,8,3,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T135,41.662014,-87.724608,8,153,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T135,41.662014,-87.724608,8,31,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX RESTUANS,T135,41.662014,-87.724608,8,9,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T036,41.837085,-87.729384,8,4,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T036,41.837085,-87.729384,8,5,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX RESTUANS,T036,41.837085,-87.729384,8,1,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T220,41.963976,-87.69181,8,9,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T220,41.963976,-87.69181,8,3,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T003,41.964242,-87.757639,8,55,1,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T003,41.964242,-87.757639,8,27,1,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX RESTUANS,T003,41.964242,-87.757639,8,2,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T075,41.799282,-87.585487,8,3,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T075,41.799282,-87.585487,8,3,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX RESTUANS,T075,41.799282,-87.585487,8,2,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T025,41.979243,-87.750938,8,5,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,8,4,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T004,41.962728,-87.748367,8,1,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T031,41.801498,-87.763416,8,1,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T031,41.801498,-87.763416,8,1,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T082,41.803423,-87.642984,8,79,1,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T082,41.803423,-87.642984,8,130,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX RESTUANS,T082,41.803423,-87.642984,8,2,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T114,41.798697,-87.736812,8,23,1,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T114,41.798697,-87.736812,8,74,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX RESTUANS,T114,41.798697,-87.736812,8,1,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T070,41.797616,-87.797894,8,5,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T070,41.797616,-87.797894,8,11,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T141,41.961743,-87.76007,8,2,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,8,1,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T076,41.794781,-87.615989,8,2,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T027,41.984809,-87.728492,8,1,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T027,41.984809,-87.728492,8,1,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T028,41.986921,-87.689778,8,4,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,8,6,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T006,41.990284,-87.797127,8,20,1,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,8,16,1,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T017,41.960616,-87.777189,8,3,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T017,41.960616,-87.777189,8,3,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T005,41.942114,-87.776385,8,5,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T005,41.942114,-87.776385,8,7,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T012,41.991429,-87.747113,8,16,1,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,8,21,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T071,41.781416,-87.776532,8,1,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS,T013,41.923738,-87.785288,8,26,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,8,50,0,80.5,71.5,76.5,68.0,70.5,0.53,84.0,80.5,87.5,88.5,86.0,84.5,87.0,65.0,67.0,67.5,67.5,71.5,72.5,73.5,75.0,74.0,78.0,78.0,79.0,78.5,80.5,66.5,55.5,67.0,65.0,68.5,71.0,71.5,69.5,63.5,70.5,70.0,72.0,73.0,73.5,0.43,0.0,0.26,0.0,0.0,0.255,0.075,33
