Species,Trap,Longitude,Latitude,Date_week,Date_month,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,Tmax_lag1,Tmax_lag2,Tmax_lag3,Tmax_lag4,Tmax_lag5,Tmax_lag6,Tmax_lag7,Tmin_lag1,Tmin_lag2,Tmin_lag3,Tmin_lag4,Tmin_lag5,Tmin_lag6,Tmin_lag7,Tavg_lag1,Tavg_lag2,Tavg_lag3,Tavg_lag4,Tavg_lag5,Tavg_lag6,Tavg_lag7,DewPoint_lag1,DewPoint_lag2,DewPoint_lag3,DewPoint_lag4,DewPoint_lag5,DewPoint_lag6,DewPoint_lag7,WetBulb_lag1,WetBulb_lag2,WetBulb_lag3,WetBulb_lag4,WetBulb_lag5,WetBulb_lag6,WetBulb_lag7,PrecipTotal_lag1,PrecipTotal_lag2,PrecipTotal_lag3,PrecipTotal_lag4,PrecipTotal_lag5,PrecipTotal_lag6,PrecipTotal_lag7
CULEX PIPIENS,T144,-87.794896,41.94016,40,10,10,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T145,-87.629798,41.878114,40,10,3,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T146,-87.702575,41.958271,40,10,3,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T147,-87.700117,41.932094,40,10,1,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T151,-87.800515,41.916265,40,10,17,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T154,-87.752329,41.918705,40,10,6,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T155,-87.778927,41.776156,40,10,27,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T156,-87.740029,41.772846,40,10,8,1,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T157,-87.667827,41.825902,40,10,2,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T158,-87.707973,41.682587,40,10,7,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T160,-87.688267,41.903002,40,10,3,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T161,-87.675088,41.719059,40,10,3,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T162,-87.614258,41.725517,40,10,4,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T218,-87.730698,41.948167,40,10,2,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS,T219,-87.674677,41.966987,40,10,3,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T002,-87.800991,41.95469,40,10,29,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T003,-87.757639,41.964242,40,10,10,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T005,-87.776385,41.942114,40,10,2,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T006,-87.797127,41.990284,40,10,10,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T007,-87.769279,41.994991,40,10,2,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T008,-87.777921,42.008314,40,10,12,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T011,-87.832763,41.944869,40,10,5,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T012,-87.747113,41.991429,40,10,11,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T013,-87.785288,41.923738,40,10,53,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T014,-87.787992,41.970248,40,10,9,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T015,-87.824812,41.974089,40,10,1,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T016,-87.811506,42.011601,40,10,23,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T017,-87.777189,41.960616,40,10,1,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T019,-87.698457,41.94983,40,10,3,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T025,-87.750938,41.979243,40,10,1,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T028,-87.689778,41.986921,40,10,5,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T030,-87.716788,41.89923,40,10,3,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T031,-87.763416,41.801498,40,10,3,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T033,-87.701431,41.906638,40,10,10,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T034,-87.686763,41.843811,40,10,3,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T035,-87.677737,41.836644,40,10,3,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T036,-87.729384,41.837085,40,10,2,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T037,-87.79518,41.921177,40,10,11,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T039,-87.726737,41.911824,40,10,33,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T045,-87.666455,41.9216,40,10,7,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T046,-87.654491,41.891118,40,10,8,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T047,-87.696269,41.868142,40,10,2,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T048,-87.654224,41.867108,40,10,15,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T049,-87.655232,41.896282,40,10,1,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T050,-87.694259,41.919343,40,10,1,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T051,-87.656913,41.846283,40,10,3,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T054,-87.632085,41.921965,40,10,2,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T061,-87.679447,41.801179,40,10,8,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T062,-87.71188,41.800737,40,10,5,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T063,-87.726549,41.82561,40,10,10,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T065,-87.752411,41.778297,40,10,13,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T066,-87.703047,41.77166,40,10,31,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T067,-87.745602,41.759346,40,10,11,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T069,-87.678649,41.768388,40,10,7,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T070,-87.797894,41.797616,40,10,4,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T071,-87.776532,41.781416,40,10,4,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
CULEX PIPIENS/RESTUANS,T073,-87.60088,41.773215,40,10,7,0,82.5,53.5,68.0,56.0,61.5,0.0,74.0,79.0,68.5,83.5,81.0,73.0,74.5,55.5,58.0,59.0,60.0,51.0,53.0,50.5,64.75,68.5,63.75,71.75,66.0,63.0,62.5,47.5,59.0,59.0,48.5,45.5,46.0,49.0,56.0,63.0,61.0,59.0,55.0,53.5,55.0,0.0,0.1,0.22999999999999998,0.14,0.0,0.0,0.0
