saleprice,street,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,condition_1_FeedArt,condition_1_Pos,condition_1_Rail,overall_qual,mas_vnr_type_BrkFace,mas_vnr_type_Stone,exter_qual,foundation,bsmt_qual,bsmt_exposure,heating_qc,central_air,electrical,functional,fireplace_qu,garage_finish,paved_drive,sale_type_COD,sale_type_New,sale_type_Others,lot_frontage_imputed,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,gr_liv_area,full_bath,garage_area,wood_deck_sf,open_porch_sf
136000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,1,2,1,1,1,0,2,1,0,0,0,71.68374754807547,1959,1959,150.0,856.0,1143.0,1143,1,308.0,0,0
123000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,1,2,1,1,1,0,1,1,0,0,0,70.0,1971,1971,0.0,0.0,858.0,872,1,480.0,0,0
89500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,3,1,2,1,0,1,0,0,0,0,0,0,60.78047091212464,1920,1950,0.0,0.0,319.0,1406,1,0.0,0,144
199500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,4,1,4,1,1,1,0,3,1,0,0,0,100.0,2005,2005,0.0,0.0,1324.0,1324,2,430.0,36,23
109900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,1,3,1,2,1,1,1,0,1,1,0,0,0,65.70955117964193,1966,1966,41.0,0.0,876.0,904,1,408.0,0,0
234000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,4,1,4,1,1,1,4,1,1,0,0,0,53.0,1926,2004,0.0,0.0,1276.0,2080,1,282.0,0,0
155900,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,1,4,2,4,1,1,1,4,2,1,0,0,0,37.0,2004,2004,169.0,662.0,848.0,848,1,420.0,140,0
161500,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,3,4,1,0,0,3,1,1,0,0,0,70.13733941810641,1957,1989,0.0,0.0,1104.0,1788,1,304.0,120,0
137500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,1,0,3,1,3,1,0,1,4,2,1,1,0,0,84.7862449192165,1958,1958,541.0,111.0,819.0,1344,1,525.0,0,118
76500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,2,1,0,0,1,0,0,0,0,0,0,100.0,1910,1950,0.0,0.0,840.0,2256,2,0.0,0,18
211000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,1,4,1,2,1,1,1,3,1,1,0,0,0,97.0,1988,1989,268.0,831.0,1151.0,2060,2,521.0,0,228
181000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,4,1,4,1,1,1,0,3,1,1,0,0,34.0,1998,1999,0.0,266.0,1405.0,1337,2,511.0,144,68
174900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,3,4,2,1,1,1,0,2,1,0,0,0,82.0,1966,1966,183.0,312.0,1127.0,1165,1,490.0,0,129
164500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,4,1,1,1,2,2,1,0,0,0,96.0,1966,1966,97.0,328.0,1164.0,1320,1,564.0,160,68
214000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,4,1,4,1,1,1,0,2,1,0,0,0,70.0,2004,2004,168.0,2.0,1517.0,1535,2,532.0,0,0
185000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,4,2,2,1,1,0,3,1,1,0,0,0,80.0,1980,1988,280.0,0.0,738.0,2044,2,489.0,28,73
123000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,3,1,4,1,1,1,0,1,1,0,0,0,52.0,1929,1950,0.0,80.0,704.0,1136,1,336.0,0,365
183500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,4,3,2,1,1,1,1,2,1,0,0,0,77.58897348298848,1979,1979,0.0,1001.0,1001.0,1299,2,486.0,84,0
174000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,2,1,4,1,4,1,1,1,0,1,1,0,0,0,24.0,1999,2000,456.0,0.0,776.0,1441,2,492.0,206,0
130000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,2,1,1,0,3,1,0,1,0,0,94.99706440377598,1953,1953,0.0,587.0,1073.0,1630,2,649.0,0,64
178000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,3,1,4,1,1,1,4,1,1,0,0,0,60.0,1925,1990,0.0,16.0,728.0,1641,1,546.0,0,0
189900,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,4,1,3,1,1,1,3,3,1,0,0,0,74.0,1997,1998,0.0,791.0,928.0,1629,2,482.0,212,34
144000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2,1,4,3,4,1,1,1,0,3,1,0,0,0,58.05064934075942,2003,2004,170.0,685.0,848.0,848,1,420.0,140,0
120500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,3,3,4,1,1,1,0,1,1,0,0,0,56.23918567608037,1930,2007,0.0,538.0,816.0,816,1,432.0,0,0
145000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,4,1,4,1,1,1,0,1,1,0,0,0,112.0,1994,1995,0.0,0.0,1097.0,1097,1,672.0,392,64
251000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,2,1,4,3,4,1,1,1,0,2,1,0,0,0,41.0,2000,2000,0.0,1196.0,1494.0,1652,2,499.0,96,48
136500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,3,1,2,0,1,1,0,0,1,0,0,0,72.0,1968,1968,0.0,0.0,1768.0,1768,2,0.0,0,0
82500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,74.0,1955,1955,58.0,0.0,0.0,1152,2,0.0,0,0
57625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,109.0,1910,1950,0.0,0.0,0.0,810,1,280.0,119,24
212500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,2,1,4,1,4,1,1,1,4,2,1,0,0,0,80.0,2007,2008,176.0,876.0,1350.0,1358,2,484.0,192,26
164000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,5,1,4,1,1,1,0,1,1,0,0,0,32.0,1998,1998,116.0,897.0,1216.0,1216,2,402.0,0,125
139000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,3,1,3,1,1,1,0,1,1,0,0,0,75.0,1957,1957,327.0,0.0,967.0,1638,2,384.0,0,21
160000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,2,1,4,1,4,1,1,1,0,1,1,0,0,0,24.0,1999,2000,212.0,510.0,600.0,1252,2,462.0,0,48
149000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,4,3,2,1,1,1,2,1,1,0,0,0,70.0,1992,1993,0.0,718.0,828.0,883,1,698.0,100,32
130000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,2,1,1,1,0,2,1,0,0,0,62.0,1968,1968,0.0,510.0,864.0,874,1,288.0,33,0
140000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,3,1,3,1,1,1,0,1,1,0,0,0,50.0,1921,1950,0.0,0.0,576.0,1710,2,480.0,12,11
264500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,2,1,4,1,4,1,1,1,4,3,1,0,1,0,65.0,2008,2009,288.0,0.0,1836.0,1836,2,517.0,0,175
141000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,2,1,0,1,3,3,1,0,0,0,69.0,1957,1957,0.0,895.0,1092.0,1092,1,299.0,268,0
199900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,2,1,4,1,4,1,1,1,0,3,1,0,1,0,35.0,2006,2007,0.0,1106.0,1241.0,1241,1,569.0,0,116
167900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,4,1,2,1,1,1,3,2,1,0,0,0,80.0,1977,1977,360.0,686.0,1350.0,1334,2,630.0,0,16
181900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,3,1,4,1,1,1,4,1,1,0,0,0,86.30310667002098,1960,1987,85.0,594.0,1144.0,1429,1,572.0,216,110
262500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,2,1,4,3,4,1,1,1,0,2,1,0,0,0,75.0,2008,2008,36.0,1078.0,1566.0,1566,2,750.0,144,168
230000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,4,1,4,1,1,1,3,2,1,0,0,0,86.15791030882892,1977,1992,283.0,432.0,908.0,2288,1,520.0,321,72
328900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,2,1,5,3,4,1,1,1,3,3,1,0,0,1,50.0,1999,2000,60.0,1238.0,1698.0,1709,2,506.0,97,65
232698,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,2,1,4,1,4,1,1,1,0,2,1,0,0,0,71.0,2005,2005,210.0,119.0,1721.0,1721,2,554.0,168,27
221800,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2,1,4,3,4,1,1,1,0,2,1,0,0,0,95.0,2008,2008,140.0,872.0,1254.0,1254,2,810.0,168,92
152400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,3,1,1,0,0,1,0,0,0,0,63.0,1941,1973,0.0,336.0,576.0,1350,1,627.0,0,0
213000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,4,1,4,1,1,1,3,1,1,0,0,0,75.0,2000,2001,171.0,0.0,1630.0,1630,2,451.0,74,234
184900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,2,1,4,1,4,1,1,1,0,2,1,0,0,0,74.0,2005,2005,96.0,0.0,784.0,1585,2,449.0,100,77
157000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,2,2,1,1,1,4,1,1,0,0,0,90.0,1953,1953,56.0,841.0,1165.0,1336,1,375.0,0,0
144000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,3,1,1,0,3,1,1,0,0,0,70.3582165591986,1962,2002,0.0,612.0,864.0,1211,1,576.0,161,0
192350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,4,1,4,1,1,1,3,2,1,0,0,0,80.0,1979,1999,253.0,903.0,1259.0,1353,2,478.0,240,141
163500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,3,1,4,1,1,1,3,2,1,0,0,1,80.0,1966,1966,202.0,654.0,1174.0,1200,2,440.0,0,0
262280,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,1,1,4,1,4,1,1,1,5,1,1,0,0,0,86.0,1990,1990,99.0,1085.0,1475.0,2329,2,514.0,192,121
214000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,4,3,4,1,1,1,0,2,1,0,0,0,70.0,2002,2003,113.0,810.0,1536.0,1536,2,532.0,192,74
230000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,3,1,4,1,1,1,4,3,1,0,0,0,90.0,1956,2004,0.0,296.0,1073.0,1811,1,470.0,0,0
280000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,5,1,4,1,1,1,4,2,1,0,1,0,109.0,2006,2006,350.0,0.0,1063.0,2172,2,947.0,192,62
140000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,1,3,1,0,1,0,1,1,0,0,0,65.0,1957,1980,0.0,967.0,1073.0,1073,1,720.0,0,444
155000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,1,0,3,1,2,1,1,1,3,1,1,0,0,0,70.0,1966,1966,351.0,0.0,756.0,1839,1,442.0,0,124
64500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,1,63.0,1918,1950,0.0,0.0,1020.0,1020,1,0.0,0,0
218000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,2,1,4,1,4,1,1,1,4,2,1,0,0,0,87.0,1993,1993,85.0,860.0,946.0,1802,2,1017.0,450,92
160000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,3,3,2,1,1,1,2,1,1,0,0,0,72.0,1977,1977,51.0,755.0,995.0,1009,2,576.0,0,0
208900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,2,1,4,1,4,1,1,1,0,2,1,0,1,0,72.0,2007,2007,0.0,24.0,1338.0,1338,2,598.0,0,141
146000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,2,1,4,1,4,1,1,1,0,1,1,0,0,0,30.0,2007,2007,0.0,0.0,689.0,1392,2,540.0,0,102
245500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,2,1,4,1,4,1,1,1,4,3,1,0,0,0,38.0,1996,1996,0.0,786.0,1260.0,1288,1,500.0,120,30
113000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,3,1,4,1,1,1,0,1,1,0,0,0,50.0,1926,1950,0.0,0.0,992.0,1013,1,160.0,0,0
296000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,2,1,5,4,4,1,1,1,4,3,1,0,0,0,129.0,2004,2005,238.0,1531.0,1782.0,1782,2,932.0,99,82
377426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,2,1,5,4,4,1,1,1,4,3,1,0,0,0,86.0,2005,2006,200.0,1249.0,1922.0,1922,2,676.0,178,51
337500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,3,1,5,4,4,1,1,1,4,3,1,0,0,0,96.0,2006,2007,230.0,1172.0,1700.0,1718,2,786.0,216,48
552000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,3,1,5,4,4,1,1,1,5,3,1,0,0,0,100.0,2004,2005,730.0,2146.0,2492.0,2492,2,949.0,226,235
97900,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,2,4,1,1,1,0,1,1,0,0,0,56.0,1948,1950,0.0,0.0,624.0,936,1,265.0,0,0
208300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,2,1,4,1,4,1,1,1,0,3,1,0,1,0,75.0,2009,2009,0.0,27.0,1218.0,1218,2,676.0,0,102
213000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,4,2,4,1,1,1,3,1,1,0,0,0,75.12817852749652,1996,1997,0.0,0.0,910.0,1820,2,816.0,318,32
188000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,4,3,4,1,1,1,0,3,1,0,0,0,57.0,1998,1999,0.0,0.0,880.0,1724,2,527.0,120,155
162000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,1,0,3,1,4,1,0,1,3,2,1,0,0,0,75.17360221222773,1958,1958,632.0,203.0,1121.0,1336,1,488.0,80,0
152000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,2,1,0,1,0,1,1,0,0,0,75.0,1950,1950,0.0,420.0,910.0,1558,1,282.0,289,0
254900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,2,1,4,1,4,1,1,1,4,2,1,0,0,0,100.0,2004,2005,0.0,222.0,991.0,1947,2,678.0,0,136
189000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,2,1,4,3,4,1,1,1,0,2,1,0,0,0,43.0,1994,1995,145.0,537.0,832.0,1657,2,483.0,144,74
235000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,4,1,2,1,1,1,2,3,1,0,0,0,56.0,1978,1978,383.0,1206.0,2048.0,2064,2,550.0,200,0
125000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,2,0,1,1,0,1,1,0,0,1,68.0,1950,1950,0.0,1040.0,1164.0,1164,1,240.0,0,48
120000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,4,1,4,1,1,1,0,1,1,0,0,0,24.0,1975,1975,0.0,0.0,836.0,836,1,308.0,0,30
81500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,125.0,1951,1951,0.0,0.0,0.0,1600,1,270.0,0,0
118500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,4,3,2,1,1,1,0,0,1,0,0,0,81.0,1990,1990,104.0,816.0,816.0,816,1,0.0,0,32
370878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,1,3,1,5,2,4,1,1,1,4,3,1,0,1,0,85.0,2009,2009,162.0,1121.0,1766.0,1766,2,478.0,195,130
145000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,1,2,0,0,1,0,1,1,0,0,0,82.0,1949,1950,0.0,284.0,1001.0,2002,2,871.0,0,0
311500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,0,3,1,4,1,1,1,3,1,1,0,0,0,81.33163941205756,1939,2006,312.0,341.0,798.0,1954,1,431.0,0,119
210250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,2,1,4,3,4,1,1,1,4,3,1,0,1,0,43.0,2006,2006,14.0,453.0,1220.0,1364,2,437.0,100,16
200000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,4,1,4,1,1,1,0,2,1,0,0,0,95.0,2002,2002,0.0,700.0,916.0,1861,2,492.0,146,91
126000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,1,1,1,0,1,1,1,0,0,75.0,1977,1977,0.0,0.0,0.0,1734,2,539.0,0,0
114000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,1,3,1,1,1,0,1,0,0,0,0,80.0,1900,2003,0.0,0.0,405.0,1039,1,281.0,0,0
87500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,2,1,2,1,1,1,0,1,0,0,0,0,60.0,1910,1950,0.0,0.0,677.0,1510,2,720.0,0,0
349265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,1,2,1,5,2,4,1,1,1,4,3,1,0,0,0,98.0,2005,2005,146.0,986.0,1149.0,2541,3,729.0,120,32
203000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,2,1,4,4,4,1,1,1,0,2,1,0,0,0,76.0,2004,2004,264.0,516.0,1512.0,1512,2,845.0,210,36
189000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,2,1,4,1,4,1,1,1,3,2,1,0,0,0,65.0,2001,2001,0.0,20.0,1454.0,1434,2,527.0,290,39
209000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,2,1,4,1,4,1,1,1,0,2,1,0,0,0,65.0,2003,2003,0.0,410.0,812.0,1653,2,628.0,0,45
160000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,2,2,3,1,0,1,0,1,1,0,0,0,70.0,1900,1950,0.0,0.0,917.0,2007,2,357.0,0,235
129000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,1,0,2,4,2,1,1,1,0,2,1,0,0,0,44.0,1974,1974,44.0,787.0,1037.0,1037,1,431.0,136,47
170000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,4,3,3,1,1,1,3,2,1,0,0,0,77.0,1974,1975,0.0,1071.0,1389.0,1389,1,418.0,240,38
90350,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,3,1,2,0,1,1,4,1,0,0,0,0,40.0,1913,2002,0.0,365.0,440.0,694,1,352.0,0,0
